date,rank,player_name,team,positions,fp_player_id,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,K,SLG,OPS,rost_pct_consensus,rost_pct_yahoo,rost_pct_espn
2026-06-23,149,Lars Nootbaar,STL,"LF,CF,RF",44339,42,8,1,4,0,.262,.347,11,2,0,6,11,.381,.728,6%,5%,6%
2026-06-23,150,Jose Altuve,HOU,"2B,LF,DH",4334,46,4,3,8,0,.196,.245,9,1,0,3,16,.413,.658,82%,85%,79%
2026-06-23,151,Braden Montgomery,CWS,"CF,RF",44743,42,7,1,5,0,.262,.311,11,5,0,3,11,.452,.764,16%,21%,12%
2026-06-23,152,Colton Cowser,BAL,"LF,CF,RF",44669,41,6,2,5,1,.195,.313,8,0,0,6,13,.342,.654,7%,10%,4%
2026-06-23,153,Luisangel Acuna,CWS,"2B,SS,CF",43726,20,1,1,4,2,.350,.350,7,0,0,0,3,.500,.850,1%,1%,1%
2026-06-23,154,Kerry Carpenter,DET,"LF,RF,DH",45596,33,5,2,7,0,.212,.297,7,1,0,2,9,.424,.722,25%,40%,10%
2026-06-23,155,Cedric Mullins II,TB,CF,7400,35,3,1,3,2,.286,.375,10,0,0,4,12,.371,.746,3%,4%,2%
2026-06-23,156,Jordan Walker,STL,"LF,RF",43830,55,2,2,11,0,.218,.241,12,2,0,2,12,.364,.605,95%,95%,95%
2026-06-23,157,Eugenio Suarez,CIN,"3B,DH",5332,47,3,3,9,0,.192,.192,9,2,0,0,20,.426,.617,62%,78%,46%
2026-06-23,158,Max Muncy,ATH,"2B,3B,SS",44711,29,4,2,9,0,.172,.219,5,1,0,2,7,.414,.633,5%,7%,3%
2026-06-23,159,Heriberto Hernandez,MIA,"LF,RF,DH",43723,36,5,2,5,0,.250,.290,9,2,0,2,11,.472,.762,1%,2%,1%
2026-06-23,160,Cooper Pratt,MIL,SS,47211,20,2,0,2,3,.350,.391,7,0,0,2,4,.350,.741,5%,7%,4%
2026-06-23,161,Curtis Mead,WSH,"1B,2B,3B",39303,40,5,3,8,0,.150,.244,6,0,0,3,7,.375,.619,13%,19%,8%
2026-06-23,162,Cole Young,SEA,2B,46287,52,6,2,4,0,.250,.278,13,1,0,1,5,.385,.662,10%,11%,9%
2026-06-23,163,Jordan Lawlar,ARI,"3B,LF,CF",44664,20,3,0,2,3,.300,.417,6,1,0,2,4,.350,.767,6%,8%,3%
2026-06-23,164,Rafael Devers,SF,"1B,DH",5175,40,5,3,4,0,.225,.354,9,3,0,8,10,.525,.879,79%,94%,65%
2026-06-23,165,Troy Johnston,COL,"1B,LF,RF,DH",45280,30,5,1,6,0,.267,.395,8,3,0,5,3,.467,.861,12%,14%,11%
2026-06-23,166,Blake Dunn,CIN,"LF,CF,RF",47530,42,7,0,0,3,.238,.333,10,2,0,5,9,.286,.619,1%,1%,1%
2026-06-23,167,Jeremiah Jackson,BAL,"2B,3B,RF",43690,17,4,1,4,1,.294,.294,5,1,0,0,1,.529,.824,7%,6%,8%
2026-06-23,168,Ryan O'Hearn,PIT,"1B,LF,RF,DH",6681,51,3,2,8,0,.235,.235,12,2,0,0,17,.392,.628,63%,60%,65%
2026-06-23,169,Michael Harris II,ATL,CF,43924,34,6,1,1,1,.294,.314,10,2,0,1,11,.441,.756,91%,95%,86%
2026-06-23,170,Colt Emerson,SEA,"3B,SS",47193,30,4,2,6,1,.167,.219,5,0,0,2,11,.367,.585,18%,23%,14%
2026-06-23,171,Jasson Dominguez,NYY,"LF,CF,RF,DH",8513,32,3,1,1,3,.250,.273,8,3,0,1,7,.438,.710,11%,15%,6%
2026-06-23,172,Nick Loftin,KC,"2B,3B,LF",43837,33,3,1,5,1,.273,.351,9,4,1,4,7,.546,.897,0%,0%,0%
2026-06-23,173,Daulton Varsho,TOR,"LF,CF",7551,8,3,1,3,2,.250,.333,2,0,0,1,3,.625,.958,17%,23%,10%
2026-06-23,174,Nicky Lopez,TEX,"2B,3B,SS",7530,34,3,0,1,2,.353,.389,12,1,0,1,2,.382,.771,0%,0%,0%
2026-06-23,175,Jake Bauers,MIL,"1B,LF,RF",5090,37,6,2,6,0,.189,.348,7,0,0,8,17,.351,.699,68%,71%,65%
2026-06-23,176,Alika Williams,ATH,"2B,3B,SS",43800,24,3,1,3,0,.417,.440,10,5,0,1,4,.750,1.190,0%,0%,0%
2026-06-23,177,Isaac Paredes,HOU,"1B,3B,DH",10050,40,5,1,5,0,.275,.431,11,3,0,7,9,.425,.856,41%,48%,34%
2026-06-23,178,Vladimir Guerrero Jr.,TOR,"1B,DH",6050,39,4,1,7,0,.256,.286,10,1,0,2,5,.359,.645,99%,99%,100%
2026-06-23,179,Jacob Wilson,ATH,SS,47235,35,5,1,7,0,.229,.308,8,2,0,4,4,.371,.679,58%,64%,53%
2026-06-23,180,Tommy Troy,ARI,"2B,LF",47213,35,7,2,4,0,.200,.263,7,0,1,3,10,.429,.692,1%,1%,1%
2026-06-23,181,Angel Martinez,CLE,"2B,LF,CF,RF",44791,19,3,2,4,0,.316,.350,6,1,0,1,5,.684,1.034,18%,18%,18%
2026-06-23,182,Daylen Lile,WSH,"LF,RF,DH",44757,46,3,0,7,2,.217,.308,10,1,2,3,5,.326,.634,71%,75%,66%
2026-06-23,183,Keibert Ruiz,WSH,C,6912,33,5,1,2,0,.333,.353,11,1,0,0,2,.455,.808,13%,14%,13%
2026-06-23,184,A.J. Ewing,NYM,"2B,CF",48019,39,3,1,6,0,.282,.349,11,5,0,4,9,.487,.836,11%,16%,7%
2026-06-23,185,Patrick Bailey,CLE,C,8299,20,5,0,2,0,.450,.500,9,1,0,2,7,.500,1.000,1%,1%,1%
2026-06-23,186,Justin Crawford,PHI,CF,46277,31,4,0,3,1,.323,.344,10,1,0,1,10,.355,.699,5%,6%,4%
2026-06-23,187,Braxton Fulford,COL,"C,DH",45770,13,3,0,3,2,.308,.444,4,2,0,4,6,.462,.906,0%,0%,0%
2026-06-23,188,Jonny DeLuca,TB,"LF,CF,RF",45829,11,2,2,3,1,.273,.273,3,1,0,0,4,.909,1.182,1%,1%,0%
2026-06-23,189,Nick Gonzales,PIT,"2B,3B,SS",43874,47,6,1,4,1,.213,.260,10,0,1,1,10,.319,.579,16%,23%,10%
2026-06-23,190,Trent Grisham,NYY,CF,7502,17,5,0,2,1,.353,.421,6,0,1,2,2,.471,.892,36%,45%,26%
2026-06-23,191,Tristan Peters,CWS,"LF,CF,RF",47098,31,6,1,6,0,.194,.278,6,2,1,3,7,.419,.697,2%,2%,1%
2026-06-23,192,Trea Turner,PHI,SS,5828,46,9,0,1,2,.196,.260,9,2,0,2,13,.239,.499,90%,97%,82%
2026-06-23,193,Brice Matthews,HOU,"2B,LF,CF",47819,26,3,2,4,0,.269,.296,7,1,0,1,7,.539,.835,1%,1%,0%
2026-06-23,194,Gleyber Torres,DET,2B,5133,20,3,1,4,0,.350,.458,7,2,0,3,4,.600,1.058,49%,47%,50%
2026-06-23,195,Elias Diaz,TEX,C,5591,21,3,0,5,0,.381,.364,8,2,0,0,2,.476,.840,0%,0%,0%
2026-06-23,196,Julio Rodriguez,SEA,CF,43685,44,6,1,5,1,.182,.280,8,1,0,5,8,.273,.553,99%,99%,99%
2026-06-23,197,Tyler Freeman,COL,"2B,RF,DH",10024,25,7,0,2,0,.320,.393,8,0,1,1,3,.400,.793,1%,1%,1%
2026-06-23,198,Davis Schneider,TOR,"2B,LF",45729,20,3,2,3,0,.300,.333,6,2,0,1,4,.700,1.033,1%,1%,0%
2026-06-23,199,Blake Perkins,MIL,"LF,CF,RF",10117,14,3,1,3,0,.429,.429,6,2,0,0,3,.786,1.214,0%,0%,0%
2026-06-23,200,Maikel Garcia,KC,"2B,3B,SS,OF",44626,35,3,0,7,1,.229,.270,8,2,1,2,8,.343,.613,83%,90%,75%
2026-06-23,201,Edmundo Sosa,PHI,"2B,3B,SS,LF",6587,26,4,1,2,0,.346,.393,9,1,1,0,5,.577,.970,1%,1%,0%
2026-06-23,202,Jackson Holliday,BAL,"2B,SS",46268,36,5,2,6,0,.167,.225,6,1,0,3,13,.361,.586,32%,33%,30%
2026-06-23,203,Marcelo Mayer,BOS,"2B,3B,SS",44663,34,2,1,8,0,.235,.316,8,3,0,4,9,.412,.728,3%,4%,2%
2026-06-23,204,Sterlin Thompson,COL,"1B,LF",46296,24,3,2,4,0,.250,.280,6,2,0,0,11,.583,.863,0%,0%,0%
2026-06-23,205,Jakob Marsee,MIA,"LF,CF",46634,48,4,1,3,2,.208,.269,10,3,0,4,16,.333,.603,48%,64%,32%
2026-06-23,206,Austin Slater,,,7070,22,2,0,1,3,.273,.360,6,2,0,3,6,.364,.724,0%,0%,0%
2026-06-23,207,Kyle Manzardo,CLE,"1B,DH",44758,35,3,2,5,0,.229,.333,8,0,0,5,12,.400,.733,5%,7%,3%
2026-06-23,208,Spencer Jones,NYY,"CF,RF",46338,27,5,2,4,0,.185,.333,5,1,0,6,13,.444,.778,6%,8%,5%
2026-06-23,209,Mauricio Dubon,ATL,"2B,3B,SS,LF,CF",6615,44,2,1,6,0,.273,.304,12,1,0,2,4,.364,.668,48%,38%,59%
2026-06-23,210,Miguel Rojas,LAD,"2B,3B,SS",5504,16,3,1,3,0,.375,.421,6,1,0,2,1,.625,1.046,1%,1%,1%
2026-06-23,211,Endy Rodriguez,PIT,"C,1B",44137,26,3,2,3,0,.269,.367,7,1,0,4,7,.539,.905,1%,2%,1%
2026-06-23,212,Sal Frelick,MIL,"LF,CF,RF",44675,27,3,0,6,0,.296,.345,8,2,0,2,2,.370,.715,18%,8%,28%
2026-06-23,213,Ezequiel Duran,TEX,"1B,2B,3B,SS,LF,RF",43722,46,6,2,5,0,.174,.255,8,1,0,4,15,.326,.581,34%,42%,25%
2026-06-23,214,Oswald Peraza,LAA,"1B,2B,3B,SS",43749,37,3,0,3,2,.243,.243,9,3,0,0,12,.324,.568,4%,6%,2%
2026-06-23,215,Matt McLain,CIN,"2B,SS",7953,39,4,0,0,4,.180,.319,7,3,0,7,18,.256,.576,27%,44%,10%
2026-06-23,216,Spencer Steer,CIN,"1B,2B,LF,RF",44364,44,6,3,7,0,.091,.167,4,1,0,4,18,.318,.485,35%,44%,25%
2026-06-23,217,Coby Mayo,BAL,"1B,3B,DH",44345,33,5,2,5,0,.152,.222,5,1,0,3,14,.364,.586,2%,2%,1%
2026-06-23,218,Christian Walker,HOU,1B,4905,48,4,2,6,0,.188,.278,9,3,0,6,13,.375,.653,85%,91%,79%
2026-06-23,219,Junior Caminero,TB,3B,45016,48,3,1,4,0,.271,.333,13,2,0,5,16,.375,.708,99%,99%,100%
2026-06-23,220,Gary Sanchez,MIL,"C,1B,DH",4670,15,3,1,3,0,.333,.421,5,0,0,3,2,.533,.954,2%,2%,3%
2026-06-23,221,Chase Meidroth,CWS,"2B,3B,SS",46617,44,4,1,4,0,.250,.298,11,1,0,1,16,.341,.639,25%,39%,12%
2026-06-23,222,Zach McKinstry,DET,"2B,3B,SS,LF,RF",10153,30,5,1,2,0,.267,.371,8,1,2,5,6,.533,.905,2%,2%,2%
2026-06-23,223,Daniel Schneemann,CLE,"2B,3B,SS,CF,RF",45690,30,4,2,6,0,.133,.188,4,0,0,2,12,.333,.521,4%,5%,3%
2026-06-23,224,Tyler Stephenson,CIN,C,6024,30,3,1,4,0,.267,.313,8,0,0,2,10,.367,.679,4%,5%,2%
2026-06-23,225,Jeff McNeil,ATH,"2B,LF,CF,RF",8027,22,4,1,4,0,.227,.320,5,1,0,3,4,.409,.729,5%,5%,6%
2026-06-23,226,Vinnie Pasquantino,KC,"1B,DH",44894,18,3,0,3,1,.278,.350,5,1,0,2,3,.333,.683,58%,66%,49%
2026-06-23,227,Ryan McMahon,NYY,3B,5009,27,3,2,3,0,.222,.300,6,0,0,3,8,.444,.744,2%,2%,1%
2026-06-23,228,Ty France,SD,1B,8163,36,3,2,6,0,.167,.231,6,1,0,2,13,.361,.592,1%,1%,0%
2026-06-23,229,Kameron Misner,KC,"CF,RF",24874,20,1,0,3,1,.350,.381,7,0,0,1,7,.350,.731,0%,0%,0%
2026-06-23,230,Rodolfo Duran,SD,C,44204,30,4,2,4,0,.167,.167,5,3,0,0,8,.467,.633,0%,0%,0%
2026-06-23,231,Randal Grichuk,CWS,"LF,RF,DH",5423,21,3,2,2,0,.238,.333,5,1,0,3,7,.571,.905,0%,0%,0%
2026-06-23,232,Miguel Vargas,CWS,"1B,3B",8301,44,4,1,3,1,.205,.239,9,2,0,2,8,.318,.557,91%,92%,90%
2026-06-23,233,Ryan Ward,LAD,"1B,LF,RF",45805,28,4,1,5,0,.179,.281,5,2,0,4,11,.357,.638,1%,2%,1%
2026-06-23,234,Eli White,ATL,"LF,CF,RF",8216,24,1,1,3,1,.250,.308,6,2,0,2,7,.458,.766,0%,0%,0%
2026-06-23,235,Alex Jackson,MIN,C,5687,18,3,0,2,0,.389,.450,7,2,0,0,3,.500,.950,0%,0%,0%
2026-06-23,236,Nathan Lukes,TOR,"LF,CF,RF",6451,43,3,1,2,0,.279,.311,12,2,0,2,10,.395,.707,2%,2%,1%
2026-06-23,237,Jorge Barrosa,ARI,"LF,CF,RF",45561,9,3,1,2,0,.333,.400,3,1,0,1,3,.778,1.178,0%,0%,0%
2026-06-23,238,Jacob Young,WSH,CF,45266,33,4,0,1,2,.212,.235,7,2,1,1,8,.333,.569,2%,2%,2%
2026-06-23,239,Francisco Alvarez,NYM,"C,DH",43686,36,2,1,3,0,.278,.316,10,0,0,2,11,.361,.677,13%,17%,9%
2026-06-23,240,Brayan Rocchio,CLE,"2B,SS",8305,44,2,0,4,1,.250,.306,11,3,1,3,8,.364,.670,36%,36%,35%
2026-06-23,241,Rafael Flores,PIT,"C,1B",47259,3,2,1,2,0,.667,.800,2,1,0,2,0,2.000,2.800,0%,0%,0%
2026-06-23,242,Hao-Yu Lee,DET,"2B,3B",45251,24,2,0,1,1,.333,.333,8,2,0,0,6,.417,.750,0%,0%,0%
2026-06-23,243,Ernie Clement,TOR,"1B,2B,3B,SS",8532,42,5,1,3,0,.214,.244,9,1,0,2,8,.310,.554,77%,72%,82%
2026-06-23,244,Xander Bogaerts,SD,SS,4347,33,6,0,2,0,.242,.432,8,1,0,9,7,.273,.705,32%,39%,25%
2026-06-23,245,Pedro Ramirez,CHC,"2B,3B",45165,15,1,1,3,0,.333,.333,5,1,0,0,2,.600,.933,1%,1%,0%
2026-06-23,246,Josh Jung,TEX,3B,23130,53,5,0,2,0,.264,.339,14,1,0,5,14,.283,.622,49%,53%,44%
2026-06-23,247,Jose Tena,WSH,"2B,3B,OF,DH",44885,14,2,0,1,2,.214,.353,3,0,0,3,6,.214,.567,0%,0%,0%
2026-06-23,248,Chandler Simpson,TB,"LF,CF",46426,39,2,0,3,2,.205,.225,8,1,0,1,4,.231,.456,44%,52%,36%
2026-06-23,249,James Outman,DET,"LF,CF,RF",44201,16,2,1,2,1,.188,.278,3,0,0,2,10,.375,.653,0%,0%,0%
2026-06-23,250,Marcus Semien,NYM,2B,4544,44,3,1,4,1,.182,.265,8,0,1,5,15,.296,.561,42%,42%,42%
2026-06-23,251,Drew Gilbert,SF,"LF,CF,RF",46297,27,4,0,3,0,.259,.429,7,3,0,6,3,.370,.799,0%,0%,0%
2026-06-23,252,Ali Sanchez,NYY,C,8389,17,2,0,3,0,.353,.421,6,2,0,1,6,.471,.892,0%,0%,0%
2026-06-23,253,Stuart Fairchild,CLE,"LF,CF,RF",43929,11,3,0,0,2,.182,.471,2,0,0,5,7,.182,.652,0%,0%,0%
2026-06-23,254,Edouard Julien,COL,"1B,2B,DH",44887,28,3,0,3,0,.286,.355,8,1,0,3,5,.321,.676,0%,0%,0%
2026-06-23,255,Salvador Perez,KC,"C,1B,DH",4147,52,6,1,2,0,.212,.226,11,2,0,0,10,.308,.534,73%,80%,66%
2026-06-23,256,Jose Fermin,STL,"2B,3B,LF,CF",8555,21,1,0,4,0,.333,.333,7,0,0,0,2,.333,.667,0%,0%,0%
2026-06-23,257,Myles Straw,TOR,"LF,CF,RF",7628,21,5,0,1,0,.286,.360,6,2,0,3,3,.381,.741,0%,0%,0%
2026-06-23,258,Samuel Basallo,BAL,"C,1B,DH",44938,41,2,1,5,0,.220,.273,9,0,0,3,13,.293,.565,42%,49%,34%
2026-06-23,259,Xavier Edwards,MIA,"2B,SS",40137,41,2,0,7,0,.220,.300,9,0,1,6,9,.268,.568,92%,93%,91%
2026-06-23,260,Nick Fortes,TB,C,8673,29,5,0,1,0,.276,.344,8,3,0,1,3,.379,.723,1%,1%,2%
2026-06-23,261,John Rave,KC,"LF,CF,RF",45866,10,3,1,1,0,.300,.462,3,1,1,3,3,.900,1.362,0%,0%,0%
2026-06-23,262,Mitch Garver,SEA,"C,DH",6239,16,2,1,4,0,.188,.235,3,0,0,1,8,.375,.610,0%,0%,0%
2026-06-23,263,Jarren Duran,BOS,"LF,CF,DH",10054,51,5,2,4,0,.157,.204,8,0,0,3,20,.275,.478,87%,95%,80%
2026-06-23,264,Ezequiel Tovar,COL,SS,45000,36,4,1,2,0,.222,.243,8,1,0,1,15,.333,.577,21%,38%,4%
2026-06-23,265,Alex Call,LAD,"LF,CF,RF",8208,20,3,0,1,1,.250,.348,5,0,0,2,6,.250,.598,0%,0%,0%
2026-06-23,266,Derek Hill,PHI,"LF,CF,RF",10000,24,2,0,2,1,.250,.250,6,1,0,0,11,.292,.542,0%,0%,0%
2026-06-23,267,Starling Marte,KC,"LF,RF,DH",4377,17,3,0,1,0,.353,.389,6,1,0,1,3,.412,.801,0%,0%,0%
2026-06-23,268,David Hamilton,MIL,"2B,3B,SS",45029,28,3,0,1,2,.179,.207,5,2,0,1,12,.250,.457,2%,2%,2%
2026-06-23,269,Evan Carter,TEX,"LF,CF,RF",43894,13,2,0,2,1,.231,.333,3,0,0,2,3,.231,.564,3%,3%,2%
2026-06-23,270,Dane Myers,CIN,"LF,CF,RF",10106,15,0,0,1,2,.267,.389,4,1,0,3,5,.333,.722,0%,0%,0%
2026-06-23,271,Justin Foscue,TEX,"1B,2B,DH",43832,13,2,1,1,0,.308,.400,4,0,0,2,2,.539,.939,0%,0%,0%
2026-06-23,272,Cam Smith,HOU,RF,46344,45,4,1,2,0,.222,.255,10,4,0,2,10,.378,.633,9%,11%,7%
2026-06-23,273,Trey Mancini,,,5976,13,1,0,4,0,.308,.286,4,0,1,0,3,.462,.747,0%,0%,0%
2026-06-23,274,Victor Mesa Jr.,TB,RF,7001,12,3,1,2,0,.167,.375,2,0,0,4,2,.417,.792,0%,0%,0%
2026-06-23,275,Sung-Mun Song,SD,"2B,3B,SS",7354238,19,1,0,1,2,.211,.211,4,1,0,0,5,.263,.474,0%,0%,0%
2026-06-23,276,Wenceel Perez,DET,"CF,RF",8666,9,2,1,2,0,.222,.300,2,0,0,1,2,.556,.856,0%,0%,0%
2026-06-23,277,Joc Pederson,TEX,DH,4769,38,4,1,2,0,.211,.286,8,0,1,3,11,.342,.628,3%,4%,1%
2026-06-23,278,Santiago Espinal,,,8474,8,0,0,2,0,.625,.625,5,0,0,0,1,.625,1.250,0%,0%,0%
2026-06-23,279,Alex Freeland,LAD,"2B,3B,SS",46730,31,3,0,4,0,.226,.324,7,1,0,5,12,.258,.582,1%,1%,1%
2026-06-23,280,Corey Seager,TEX,SS,4805,13,2,1,2,0,.231,.286,3,0,0,1,3,.462,.747,76%,88%,65%
2026-06-23,281,Nelson Velazquez,STL,"LF,RF,DH",45006,13,2,1,2,0,.231,.333,3,1,0,2,5,.539,.872,0%,0%,0%
2026-06-23,282,Edwin Arroyo,CIN,"2B,SS",44760,36,4,0,2,0,.250,.300,9,2,0,1,7,.306,.606,2%,3%,1%
2026-06-23,283,Alejandro Osuna,TEX,"LF,CF,RF",45996,21,3,0,3,0,.238,.304,5,2,0,1,5,.333,.638,0%,0%,0%
2026-06-23,284,Wade Meckler,LAA,"LF,CF",47291,39,5,0,3,0,.205,.311,8,2,0,6,13,.256,.568,1%,1%,2%
2026-06-23,285,Jose Ramirez,CLE,"3B,DH",5288,20,3,0,0,1,.250,.250,5,1,0,0,4,.300,.550,99%,99%,100%
2026-06-23,286,Miles Mastrobuoni,SEA,"2B,3B,LF,RF",8608,23,3,0,1,1,.217,.269,5,0,0,2,10,.217,.487,0%,0%,0%
2026-06-23,287,Andy Pages,LAD,"LF,CF,RF",43671,56,5,1,4,0,.179,.242,10,3,0,5,14,.286,.528,96%,96%,97%
2026-06-23,288,Nate Eaton,BOS,"3B,CF,RF",45484,8,1,1,1,1,.125,.300,1,0,0,2,3,.500,.800,0%,0%,0%
2026-06-23,289,Marcell Ozuna,PIT,DH,4726,15,1,1,2,0,.267,.267,4,0,0,0,5,.467,.733,4%,4%,4%
2026-06-23,290,Daniel Susac,SF,C,46275,23,1,0,3,1,.217,.240,5,1,0,1,4,.261,.501,1%,1%,1%
2026-06-23,291,Jonah Cox,SF,"LF,CF",47922,6,1,0,1,1,.333,.333,2,0,1,0,4,.667,1.000,0%,0%,0%
2026-06-23,292,Ildemaro Vargas,ARI,"1B,2B",6583,27,6,0,5,0,.074,.219,2,1,0,5,3,.111,.330,30%,19%,41%
2026-06-23,293,Rowdy Tellez,ATL,1B,5030,5,1,1,2,0,.200,.200,1,0,0,0,2,.800,1.000,0%,0%,0%
2026-06-23,294,Nick Madrigal,LAA,"2B,3B",6954,21,3,0,1,1,.191,.320,4,0,0,4,1,.191,.511,0%,0%,0%
2026-06-23,295,Justin Dean,CHC,CF,8575,2,1,0,3,0,.500,.500,1,0,1,0,0,1.500,2.000,0%,0%,0%
2026-06-23,296,Junior Perez,CWS,"LF,CF,RF",44022,6,1,1,1,0,.333,.429,2,0,0,1,2,.833,1.262,0%,0%,0%
2026-06-23,297,Alejandro Kirk,TOR,C,43675,24,1,0,4,0,.250,.296,6,1,0,2,6,.292,.588,32%,28%,36%
2026-06-23,298,Jorbit Vivas,WSH,"2B,3B",44615,19,1,0,2,0,.316,.350,6,0,0,1,1,.316,.666,0%,0%,0%
2026-06-23,299,Will Wagner,SD,"1B,3B",46835,27,3,0,0,0,.296,.441,8,1,0,7,6,.333,.775,0%,0%,0%
2026-06-23,300,Jase Bowen,SD,"LF,CF,RF",45903,16,2,0,0,2,.125,.177,2,0,0,1,7,.125,.302,0%,0%,0%
